sentence,label,tokens,tree
"Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .",0.2916699945926666,"Klein|,|charming|in|comedies|like|American|Pie|and|dead-on|in|Election|,|delivers|one|of|the|saddest|action|hero|performances|ever|witnessed|.",44|44|41|40|39|38|37|37|42|36|35|35|46|33|32|31|29|28|27|26|26|25|25|34|30|27|28|29|30|31|32|33|34|47|36|43|38|39|40|41|42|43|45|45|46|47|0
It 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' .,0.25,It|'s|rare|to|see|a|movie|that|takes|such|a|speedy|swan|dive|from|``|promising|''|to|``|interesting|''|to|``|familiar|''|before|landing|squarely|on|``|stupid|''|.,67|65|64|63|59|57|57|56|54|53|52|51|50|50|47|47|48|49|46|45|44|44|43|42|41|41|40|38|38|35|35|36|37|66|36|37|39|39|40|62|42|43|61|45|46|60|48|49|55|51|52|53|54|55|56|58|58|59|60|61|62|63|64|65|66|67|0
"This is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",0.013888999819755554,"This|is|the|sort|of|low-grade|dreck|that|usually|goes|straight|to|video|--|with|a|lousy|script|,|inept|direction|,|pathetic|acting|,|poorly|dubbed|dialogue|and|murky|cinematography|,|complete|with|visible|boom|mikes|.",75|73|71|71|70|66|66|65|64|61|60|59|59|62|58|55|54|54|56|51|51|52|50|49|48|46|46|45|44|43|43|68|42|41|40|39|39|74|40|41|42|69|44|45|47|47|48|49|50|53|52|53|57|55|56|57|58|63|60|61|62|63|64|65|67|67|68|69|70|72|72|73|74|75|0
"The direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",0.2777799963951111,"The|direction|occasionally|rises|to|the|level|of|marginal|competence|,|but|for|most|of|the|film|it|is|hard|to|tell|who|is|chasing|who|or|why|.",52|52|51|50|49|47|47|46|45|45|54|55|43|42|41|40|40|39|38|37|36|35|32|31|30|30|33|34|57|31|32|33|34|35|36|37|38|39|44|41|42|43|44|56|46|48|48|49|50|51|53|53|54|55|56|57|0
There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,0.2916699945926666,There|are|few|things|more|frustrating|to|a|film|buff|than|seeing|an|otherwise|good|movie|marred|beyond|redemption|by|a|disastrous|ending|.,47|45|41|41|40|40|39|38|37|37|36|35|33|31|31|32|29|28|28|27|26|25|25|46|26|27|30|29|30|34|32|33|34|35|36|44|38|39|43|42|42|43|44|45|46|47|0
"It wo n't harm anyone , but neither can I think of a very good reason to rush right out and see it .",0.5277799963951111,"It|wo|n't|harm|anyone|,|but|neither|can|I|think|of|a|very|good|reason|to|rush|right|out|and|see|it|.",43|41|41|40|40|44|45|39|37|37|35|34|33|31|31|32|30|27|26|26|28|25|25|47|29|27|28|29|30|36|32|33|34|35|36|38|38|39|46|42|42|43|44|45|46|47|0
"After all , it 'll probably be in video stores by Christmas , and it might just be better suited to a night in the living room than a night at the movies .",0.2777799963951111,"After|all|,|it|'ll|probably|be|in|video|stores|by|Christmas|,|and|it|might|just|be|better|suited|to|a|night|in|the|living|room|than|a|night|at|the|movies|.",66|66|65|60|58|58|56|55|54|54|53|53|61|62|52|50|50|49|48|47|46|44|44|43|41|40|40|39|37|37|36|35|35|64|36|38|38|39|42|41|42|43|45|45|46|47|48|49|51|51|52|63|57|55|56|57|59|59|60|61|62|63|64|65|67|67|0
Looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,0.13888999819755554,Looks|more|like|a|travel-agency|video|targeted|at|people|who|like|to|ride|bikes|topless|and|roll|in|the|mud|than|a|worthwhile|glimpse|of|independent-community|guiding|lights|.,56|54|53|52|51|51|50|49|48|47|46|45|44|44|40|40|41|39|37|37|36|34|33|33|32|31|30|30|43|31|32|35|34|35|36|38|38|39|42|41|42|43|57|45|46|47|48|49|50|55|52|53|54|55|56|57|0
"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",0.08333300054073334,"Given|too|much|time|to|consider|the|looseness|of|the|piece|,|the|picture|begins|to|resemble|the|shapeless|,|grasping|actors|'|workshop|that|it|is|.",53|51|51|52|50|49|47|47|46|45|45|44|42|42|38|37|36|35|35|39|33|31|31|32|30|29|29|41|30|34|32|33|34|40|36|37|38|39|40|41|43|43|44|55|46|48|48|49|50|54|52|53|54|55|0
They kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book .,0.2916699945926666,They|kept|much|of|the|plot|but|jettisoned|the|stuff|that|would|make|this|a|moving|experience|for|people|who|have|n't|read|the|book|.,51|47|46|45|44|44|48|43|41|41|40|39|38|37|35|34|34|33|32|31|29|29|28|27|27|50|28|30|30|31|32|33|36|35|36|37|38|39|40|42|42|43|49|45|46|47|48|49|50|51|0
Just because A Walk to Remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls .,0.36111000180244446,Just|because|A|Walk|to|Remember|is|shrewd|enough|to|activate|girlish|tear|ducts|does|n't|mean|it|'s|good|enough|for|our|girls|.,48|47|46|45|44|44|42|40|40|39|38|37|36|35|33|33|32|29|29|28|28|27|26|26|43|27|31|30|30|31|32|34|34|35|36|37|38|39|41|41|42|43|49|45|46|47|48|49|0
"( Carvey 's ) characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark .",0.18055999279022217,"(|Carvey|'s|)|characters|are|both|overplayed|and|exaggerated|,|but|then|again|,|subtlety|has|never|been|his|trademark|.",39|37|37|36|35|34|33|31|31|32|40|41|29|29|28|27|25|25|24|23|23|43|24|26|26|27|28|30|30|42|32|33|34|35|36|38|38|39|40|41|42|43|0
"It 's mildly interesting to ponder the peculiar American style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through .",0.3472200036048889,"It|'s|mildly|interesting|to|ponder|the|peculiar|American|style|of|justice|that|plays|out|here|,|but|it|'s|so|muddled|and|derivative|that|few|will|bother|thinking|it|all|through|.",61|59|58|58|57|56|53|52|51|51|50|50|49|47|47|48|62|63|46|45|44|41|41|42|40|39|38|37|35|35|34|34|65|36|36|37|38|39|40|43|42|43|44|45|46|64|48|49|55|54|52|53|54|55|56|57|60|59|60|61|62|63|64|65|0
This dreadfully earnest inversion of the Concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,0.3333300054073334,This|dreadfully|earnest|inversion|of|the|Concubine|love|triangle|eschews|the|previous|film|'s|historical|panorama|and|roiling|pathos|for|bug-eyed|mugging|and|gay-niche|condescension|.,49|48|47|47|46|45|44|43|43|40|38|37|36|36|35|34|33|32|32|31|28|28|29|27|27|42|30|29|30|31|41|33|34|35|39|37|38|39|40|41|42|51|44|45|46|50|48|49|50|51|0
"Brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie .",0.4027799963951111,"Brown|'s|saga|,|like|many|before|his|,|makes|for|snappy|prose|but|a|stumblebum|of|a|movie|.",37|37|38|36|34|33|32|32|31|29|28|26|26|25|23|23|22|21|21|30|22|24|24|25|27|27|28|29|30|31|35|33|34|35|36|39|38|39|0
"The boys ' sparring , like the succession of blows dumped on Guei , wears down the story 's more cerebral , and likable , plot elements .",0.4027799963951111,"The|boys|'|sparring|,|like|the|succession|of|blows|dumped|on|Guei|,|wears|down|the|story|'s|more|cerebral|,|and|likable|,|plot|elements|.",50|49|49|51|52|48|46|46|45|44|43|42|42|54|40|39|37|36|36|30|30|31|32|33|34|29|29|41|35|31|32|33|34|35|38|37|38|39|40|41|55|43|44|45|47|47|48|53|50|51|52|53|54|55|0
The script by Vincent R. Nebrida ... tries to cram too many ingredients into one small pot .,0.22222000360488892,The|script|by|Vincent|R.|Nebrida|...|tries|to|cram|too|many|ingredients|into|one|small|pot|.,33|33|32|31|30|30|29|27|26|24|22|22|23|21|20|19|19|28|20|21|25|23|24|25|26|27|28|29|35|31|32|34|34|35|0
"The story is so light and sugary that were it a Macy 's Thanksgiving Day Parade balloon , extra heavy-duty ropes would be needed to keep it from floating away .",0.4722200036048889,"The|story|is|so|light|and|sugary|that|were|it|a|Macy|'s|Thanksgiving|Day|Parade|balloon|,|extra|heavy-duty|ropes|would|be|needed|to|keep|it|from|floating|away|.",59|59|58|57|54|54|55|53|52|51|49|48|48|47|46|45|45|44|42|41|41|39|38|37|36|34|34|33|32|32|40|33|35|35|36|37|38|39|40|43|42|43|44|61|46|47|50|49|50|51|52|53|56|55|56|57|58|60|60|61|0
"Oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0.19444000720977783,"Oedekerk|mugs|mercilessly|,|and|the|genuinely|funny|jokes|are|few|and|far|between|.",25|24|24|26|27|22|20|20|21|18|18|17|16|16|29|17|19|19|23|21|22|23|28|25|26|27|28|29|0
"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",0.22222000360488892,"Since|Dahmer|resorts|to|standard|slasher|flick|thrills|when|it|should|be|most|in|the|mind|of|the|killer|,|it|misses|a|major|opportunity|to|be|truly|revelatory|about|his|psyche|.",64|61|61|60|59|58|58|57|56|55|54|53|52|51|49|49|48|47|47|46|45|43|42|41|40|39|38|37|36|35|34|34|44|35|36|37|38|39|40|41|42|43|44|45|46|65|48|50|50|51|52|53|54|55|56|57|63|59|60|62|62|63|64|65|0
Only those most addicted to film violence in all its forms will find anything here to appreciate .,0.5972200036048889,Only|those|most|addicted|to|film|violence|in|all|its|forms|will|find|anything|here|to|appreciate|.,33|32|29|29|28|28|31|27|26|25|25|23|20|20|21|19|19|24|22|21|22|23|24|35|26|27|34|30|30|31|32|33|34|35|0
"Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .",0.5,"Cold|and|scattered|,|Minority|Report|commands|interest|almost|solely|as|an|exercise|in|gorgeous|visuals|.",31|31|32|30|28|28|26|25|24|23|22|20|20|19|18|18|27|19|21|21|22|23|24|25|26|27|29|29|30|33|32|33|0
"That 's not vintage Spielberg and that , finally , is minimally satisfying .",0.5694400072097778,"That|'s|not|vintage|Spielberg|and|that|,|finally|,|is|minimally|satisfying|.",24|22|22|21|21|25|20|19|18|17|16|15|15|27|16|17|18|19|20|26|23|23|24|25|26|27|0
"Every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",0.013888999819755554,"Every|now|and|again|,|a|movie|comes|along|to|remind|us|of|how|very|bad|a|motion|picture|can|truly|be|.",44|42|42|43|41|39|39|36|36|35|33|33|32|30|29|29|27|26|26|24|24|25|38|25|28|27|28|31|30|31|32|34|34|35|37|37|38|40|40|41|45|43|44|45|0
Frank McKlusky C.I. is that movie !,0.4722200036048889,Frank|McKlusky|C.I.|is|that|movie|!,12|11|11|9|8|8|10|9|10|13|12|13|0
It 's not difficult to spot the culprit early-on in this predictable thriller .,0.4166699945926666,It|'s|not|difficult|to|spot|the|culprit|early-on|in|this|predictable|thriller|.,27|24|24|23|22|20|19|18|18|17|16|15|15|26|16|17|21|19|20|21|22|23|25|25|26|27|0
... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,0.4027799963951111,...|a|mostly|boring|affair|with|a|confusing|sudden|finale|that|'s|likely|to|irk|viewers|.,33|30|28|28|29|27|25|24|23|23|22|21|20|19|18|18|32|19|20|21|22|26|24|25|26|27|31|29|30|31|32|33|0
The trappings of I Spy are so familiar you might as well be watching a rerun .,0.20833000540733337,The|trappings|of|I|Spy|are|so|familiar|you|might|as|well|be|watching|a|rerun|.,31|31|30|29|29|27|26|25|24|22|21|21|20|19|18|18|28|19|20|23|22|23|24|25|26|27|28|33|30|32|32|33|0
What starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .,0.22222000360488892,What|starts|off|as|a|potentially|incredibly|twisting|mystery|becomes|simply|a|monster|chase|film|.,30|28|28|27|26|24|24|23|23|20|20|19|18|17|17|22|18|19|21|21|22|31|25|25|26|27|29|29|30|31|0
"In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .",0.31944000720977783,"In|the|wake|of|Saving|Private|Ryan|,|Black|Hawk|Down|and|We|Were|Soldiers|,|you|are|likely|to|be|as|heartily|sick|of|mayhem|as|Cage|'s|war-weary|marine|.",61|59|59|58|57|56|56|55|51|50|50|52|53|49|49|48|47|45|44|43|41|39|38|38|37|37|36|34|34|33|33|46|35|35|36|42|40|39|40|41|42|43|44|45|46|47|48|63|54|51|52|53|54|55|62|57|58|60|60|61|62|63|0
"It is messy , uncouth , incomprehensible , vicious and absurd .",0.11111000180244446,"It|is|messy|,|uncouth|,|incomprehensible|,|vicious|and|absurd|.",23|21|20|19|18|17|16|15|13|13|14|22|14|15|16|17|18|19|20|21|22|23|0
Really does feel like a short stretched out to feature length .,0.3333300054073334,Really|does|feel|like|a|short|stretched|out|to|feature|length|.,23|21|20|19|17|17|15|15|14|13|13|22|14|16|16|18|18|19|20|21|22|23|0
"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0.11111000180244446,"Hampered|--|no|,|paralyzed|--|by|a|self-indulgent|script|...|that|aims|for|poetry|and|ends|up|sounding|like|satire|.",39|38|36|35|35|37|34|33|32|32|41|31|28|27|27|29|25|25|24|23|23|43|24|26|26|30|28|29|30|31|42|33|34|40|36|37|38|39|40|41|42|43|0
"Cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",0.25,"Cheap|,|vulgar|dialogue|and|a|plot|that|crawls|along|at|a|snail|'s|pace|.",29|29|26|26|27|24|24|23|21|21|20|18|17|17|19|31|18|19|20|22|22|23|25|25|28|27|28|30|30|31|0
"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",0.26388999819755554,"And|if|you|appreciate|the|one-sided|theme|to|Lawrence|'s|over-indulgent|tirade|,|then|knock|yourself|out|and|enjoy|the|big|screen|postcard|that|is|a|self-glorified|Martin|Lawrence|lovefest|.",61|59|58|56|55|54|54|53|51|51|50|50|49|48|43|43|44|45|42|40|39|38|38|37|36|35|34|33|32|32|47|33|34|35|36|37|41|39|40|41|42|46|44|45|46|47|48|49|60|52|52|53|57|55|56|57|58|59|60|61|0
"If you are willing to do this , then you so crazy !",0.38888999819755554,"If|you|are|willing|to|do|this|,|then|you|so|crazy|!",24|23|22|21|20|19|19|18|17|16|15|14|14|15|16|17|18|25|20|21|22|23|24|25|0
"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",0.25,"Directed|without|the|expected|flair|or|imagination|by|Hong|Kong|master|John|Woo|,|Windtalkers|airs|just|about|every|cliche|in|the|war|movie|compendium|across|its|indulgent|two-hour-and-fifteen-minute|length|.",59|58|55|54|54|56|57|53|52|51|50|49|49|48|47|44|44|43|41|41|40|38|37|36|36|35|34|33|32|32|46|33|34|35|39|37|38|39|40|42|42|43|45|45|46|47|48|61|50|51|52|53|60|55|56|57|58|59|60|61|0
It 's a very tasteful rock and roll movie .,0.6944400072097778,It|'s|a|very|tasteful|rock|and|roll|movie|.,19|17|14|12|12|13|15|11|11|18|16|13|14|15|16|17|18|19|0
You could put it on a coffee table anywhere .,0.541670024394989,You|could|put|it|on|a|coffee|table|anywhere|.,19|17|14|14|13|12|11|11|16|18|12|13|15|15|16|17|18|19|0
"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",0.375,"The|movie|is|loaded|with|good|intentions|,|but|in|his|zeal|to|squeeze|the|action|and|our|emotions|into|the|all-too-familiar|dramatic|arc|of|the|Holocaust|escape|story|,|Minac|drains|his|movie|of|all|individuality|.",70|70|69|68|67|66|66|72|73|64|63|62|61|59|56|56|57|55|55|54|52|51|50|50|49|48|47|46|46|45|44|43|41|41|40|39|39|75|40|42|42|43|44|45|65|47|48|49|53|51|52|53|54|60|58|57|58|59|60|61|62|63|64|65|74|67|68|69|71|71|72|73|74|75|0
An infuriating film .,0.13888999819755554,An|infuriating|film|.,7|6|5|5|6|7|0
"Just when you think you are making sense of it , something happens that tells you there is no sense .",0.30555999279022217,"Just|when|you|think|you|are|making|sense|of|it|,|something|happens|that|tells|you|there|is|no|sense|.",40|39|38|37|36|35|34|33|32|32|31|30|28|27|26|25|24|23|22|22|29|23|24|25|26|27|28|29|30|31|41|33|34|35|36|37|38|39|40|41|0
The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,0.11111000180244446,The|entire|movie|is|so|formulaic|and|forgettable|that|it|'s|hardly|over|before|it|begins|to|fade|from|memory|.,40|39|39|37|36|33|33|34|32|31|29|28|28|27|26|25|24|23|22|22|38|23|24|25|26|27|30|29|30|31|32|35|34|35|36|37|38|41|40|41|0
"The setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",0.3472200036048889,"The|setting|turns|out|to|be|more|interesting|than|any|of|the|character|dramas|,|which|never|reach|satisfying|conclusions|.",40|40|37|37|36|35|34|33|32|31|30|27|26|26|28|25|24|23|22|22|39|23|24|25|29|27|28|29|30|31|32|33|34|35|36|38|38|39|41|41|0
"As an entertainment destination for the general public , Kung Pow sets a new benchmark for lameness .",0.25,"As|an|entertainment|destination|for|the|general|public|,|Kung|Pow|sets|a|new|benchmark|for|lameness|.",34|32|31|31|30|29|28|28|27|25|25|23|21|20|20|19|19|24|22|21|22|23|24|26|26|27|35|29|30|33|32|33|34|35|0
"This misty-eyed Southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .",0.36111000180244446,"This|misty-eyed|Southern|nostalgia|piece|,|in|treading|the|line|between|sappy|and|sanguine|,|winds|up|mired|in|tear-drenched|quicksand|.",39|38|37|36|36|40|35|34|32|32|31|29|29|30|42|26|26|25|24|23|23|28|24|25|27|27|28|43|30|31|33|33|34|35|41|37|38|39|40|41|42|43|0
"As pure over-the-top trash , any John Waters movie has it beat by a country mile .",0.09722200036048889,"As|pure|over-the-top|trash|,|any|John|Waters|movie|has|it|beat|by|a|country|mile|.",32|31|30|30|29|27|26|25|25|23|22|21|20|19|18|18|24|19|20|21|22|23|24|28|26|27|28|29|33|31|32|33|0
"Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",0.19444000720977783,"Wendigo|wants|to|be|a|monster|movie|for|the|art-house|crowd|,|but|it|falls|into|the|trap|of|pretention|almost|every|time|.",43|42|41|40|38|37|37|36|35|34|34|44|45|33|31|30|28|28|27|27|26|25|25|47|26|32|29|29|30|31|32|33|46|35|36|39|38|39|40|41|42|43|44|45|46|47|0
Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,0.6527799963951111,Bigelow|offers|some|flashy|twists|and|turns|that|occasionally|fortify|this|turgid|fable|.,27|23|22|21|21|24|18|18|19|17|16|15|15|26|16|17|20|19|20|25|22|23|24|25|26|27|0
"But for the most part , The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .",0.3333300054073334,"But|for|the|most|part|,|The|Weight|of|Water|comes|off|as|a|two-way|time-switching|myopic|mystery|that|stalls|in|its|lackluster|gear|of|emotional|blandness|.",55|53|52|51|51|50|47|47|46|46|43|43|42|40|39|38|37|37|36|35|34|32|31|31|30|29|29|45|30|33|32|33|34|35|36|41|38|39|40|41|42|44|44|45|49|48|48|49|50|54|52|53|54|55|0
This film biggest problem ?,0.3333300054073334,This|film|biggest|problem|?,7|7|6|6|9|8|8|9|0
No laughs .,0.25,No|laughs|.,5|4|4|5|0
Less-than-compelling documentary of a Yiddish theater clan .,0.4583300054073334,Less-than-compelling|documentary|of|a|Yiddish|theater|clan|.,13|13|12|11|10|9|9|15|10|11|12|14|14|15|0
That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,0.43055999279022217,That|the|Chuck|Norris|``|grenade|gag|''|occurs|about|7|times|during|Windtalkers|is|a|good|indication|of|how|serious-minded|the|film|is|.,48|47|46|45|44|43|42|42|40|37|36|36|35|35|34|32|31|31|30|29|27|26|26|28|41|27|28|29|30|33|32|33|34|39|38|37|38|39|40|41|49|43|44|45|46|47|48|49|0
"Viewers are asked so often to suspend belief that were it not for Holm 's performance , the film would be a total washout .",0.375,"Viewers|are|asked|so|often|to|suspend|belief|that|were|it|not|for|Holm|'s|performance|,|the|film|would|be|a|total|washout|.",48|47|45|44|44|43|42|41|40|38|38|37|36|34|34|35|33|31|31|29|28|27|26|26|30|27|28|29|30|32|32|33|49|35|36|37|39|39|40|41|42|43|46|45|46|47|48|49|0
"It 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",0.48611000180244446,"It|'s|not|exactly|worth|the|bucks|to|expend|the|full|price|for|a|date|,|but|when|it|comes|out|on|video|,|it|'s|well|worth|a|rental|.",60|57|57|56|56|51|51|50|49|47|46|46|45|44|44|53|54|43|42|40|40|39|39|38|37|34|34|33|32|32|36|33|35|35|36|37|38|61|41|41|42|43|55|45|48|47|48|49|50|52|52|53|54|55|59|58|58|59|60|61|0
"I ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",0.02777799963951111,"I|ca|n't|begin|to|tell|you|how|tedious|,|how|resolutely|unamusing|,|how|thoroughly|unrewarding|all|of|this|is|,|and|what|a|reckless|squandering|of|four|fine|acting|talents|...",65|62|62|61|60|56|56|55|55|58|51|47|47|48|46|45|44|43|42|42|50|52|53|37|37|38|39|36|35|35|34|34|64|41|36|40|38|39|40|41|54|43|44|45|46|49|48|49|50|51|52|53|54|59|57|57|58|59|60|61|63|63|64|65|0
"Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .",0.6388900279998779,"Everybody|loves|a|David|and|Goliath|story|,|and|this|one|is|told|almost|entirely|from|David|'s|point|of|view|.",39|38|37|35|35|34|34|40|41|32|32|31|29|28|28|27|24|24|25|23|23|43|26|25|26|27|30|29|30|31|33|33|42|36|36|37|38|39|40|41|42|43|0
Throw Smoochy from the train !,0.38888999819755554,Throw|Smoochy|from|the|train|!,9|9|8|7|7|11|8|10|10|11|0
"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",0.18055999279022217,"Eventually|,|they|will|have|a|showdown|,|but|,|by|then|,|your|senses|are|as|mushy|as|peas|and|you|do|n't|care|who|fires|the|winning|shot|.",61|60|52|51|50|49|49|53|54|55|47|47|46|44|44|43|42|41|40|40|57|39|37|37|36|35|34|33|32|32|59|33|34|35|36|38|38|39|58|41|42|43|45|45|46|48|48|56|50|51|52|53|54|55|56|57|58|59|60|61|0
Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,0.13888999819755554,Irwin|and|his|director|never|come|up|with|an|adequate|reason|why|we|should|pay|money|for|what|we|can|get|on|television|for|free|.,49|49|48|48|46|44|44|43|41|40|40|39|38|37|35|35|34|33|32|31|29|28|28|27|27|47|30|29|30|31|32|33|34|36|36|37|38|39|42|41|42|43|45|45|46|47|51|50|50|51|0
"A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",0.2916699945926666,"A|light|,|engaging|comedy|that|fumbles|away|almost|all|of|its|accumulated|enjoyment|with|a|crucial|third|act|miscalculation|.",38|38|39|36|36|35|33|33|31|31|30|28|27|27|26|25|24|23|22|22|41|23|24|25|26|29|28|29|30|32|32|34|34|35|37|37|40|39|40|41|0
Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,0.6111099720001221,Cedar|somewhat|defuses|this|provocative|theme|by|submerging|it|in|a|hoary|love|triangle|.,29|28|25|24|23|23|22|20|20|19|18|17|16|16|27|17|18|19|21|21|22|26|24|25|26|27|28|29|0
"To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .",0.11111000180244446,"To|paraphrase|a|line|from|another|Dickens|'|novel|,|Nicholas|Nickleby|is|too|much|like|a|fragment|of|an|underdone|potato|.",44|42|41|41|40|38|37|37|39|36|34|34|32|31|30|29|27|27|26|25|24|24|33|25|26|28|28|29|30|31|32|33|35|35|36|45|38|39|40|43|42|43|44|45|0
"The actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",0.44444000720977783,"The|actresses|may|have|worked|up|a|back|story|for|the|women|they|portray|so|convincingly|,|but|viewers|do|n't|get|enough|of|that|background|for|the|characters|to|be|involving|as|individuals|rather|than|types|.",70|70|69|68|65|65|63|62|62|61|60|60|59|58|57|57|72|73|56|54|54|52|51|50|48|48|47|46|46|45|44|43|42|40|39|39|41|75|40|41|42|43|44|45|53|47|49|49|50|51|52|53|55|55|56|74|58|59|67|61|64|63|64|66|66|67|68|69|71|71|72|73|74|75|0
"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",0.18055999279022217,"The|result|,|however|well-intentioned|,|is|ironically|just|the|sort|of|disposable|,|kitchen-sink|homage|that|illustrates|why|the|whole|is|so|often|less|than|the|sum|of|its|parts|in|today|'s|Hollywood|.",67|67|68|66|66|70|63|63|61|60|60|59|57|56|55|55|54|53|52|50|50|48|47|46|46|45|43|43|42|40|40|39|37|37|38|65|38|39|41|41|42|44|44|45|49|47|48|49|51|51|52|53|54|58|56|57|58|59|62|61|62|64|64|65|71|69|68|69|70|71|0
An extremely unpleasant film .,0.013888999819755554,An|extremely|unpleasant|film|.,8|6|6|7|9|7|8|9|0
"A movie just for Friday fans , critics be damned .",0.6805599927902222,"A|movie|just|for|Friday|fans|,|critics|be|damned|.",18|18|19|17|16|16|15|14|12|12|13|13|14|15|21|17|20|19|20|21|0
"If you already like this sort of thing , this is that sort of thing all over again .",0.4583300054073334,"If|you|already|like|this|sort|of|thing|,|this|is|that|sort|of|thing|all|over|again|.",36|35|34|33|31|31|30|30|29|28|25|23|23|22|22|21|20|20|27|21|26|24|24|25|26|27|28|29|37|32|32|33|34|35|36|37|0
A sincere but dramatically conflicted gay coming-of-age tale .,0.5555599927902222,A|sincere|but|dramatically|conflicted|gay|coming-of-age|tale|.,16|16|14|14|12|11|10|10|13|11|12|13|15|15|17|17|0
Wait for it to hit cable .,0.44444000720977783,Wait|for|it|to|hit|cable|.,12|11|10|9|8|8|13|9|10|11|12|13|0
Ultimately feels like just one more in the long line of films this year about the business of making movies .,0.5,Ultimately|feels|like|just|one|more|in|the|long|line|of|films|this|year|about|the|business|of|making|movies|.,41|37|36|34|34|35|33|31|30|30|29|29|27|27|26|24|24|23|22|22|40|23|25|25|26|28|28|39|32|31|32|33|38|35|36|37|38|39|40|41|0
"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",0.36111000180244446,"Nothing|but|one|relentlessly|depressing|situation|after|another|for|its|entire|running|time|,|something|that|you|could|easily|be|dealing|with|right|now|in|your|lives|.",52|51|49|47|47|48|46|45|44|43|42|41|41|53|40|39|38|36|36|35|32|31|31|33|30|29|29|55|30|34|32|33|34|35|37|37|38|39|40|54|42|43|44|45|46|50|48|49|50|51|52|53|54|55|0
"77 minutes of Pokemon may not last 4ever , it just seems like it does .",0.3333300054073334,"77|minutes|of|Pokemon|may|not|last|4ever|,|it|just|seems|like|it|does|.",28|28|27|27|25|25|24|24|23|22|21|19|18|17|17|20|18|19|20|21|22|23|31|26|26|30|29|29|30|31|0
